NAME,dummy,STREET ADDRESS,BLDG/FLOOR/UNIT,CITY,STATE,ZIPCODE,PHONE,address,lat,long,url
SUMMIT SCHOOL BASED HEALTH CENTERS  (LAKE COUNTY INTERMEDIATE SCHOOL),,1000 W 6TH ST,,LEADVILLE,CO,80461,(719) 486-6981,"1000 W 6TH ST, LEADVILLE, CO, 80461",39.2468817,-106.3058203,"<a href=""https://maps.google.com/?q=39.2468817,-106.3058203"">1000 W 6TH ST, LEADVILLE, CO, 80461</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS  (SILVERTHORNE ELEMENTARY),,101 HAMILTON CREEK RD.,,SILVERTHORNE,CO,80498,(970) 368-1134,"101 HAMILTON CREEK RD., SILVERTHORNE, CO, 80498",39.6606637,-106.0833896,"<a href=""https://maps.google.com/?q=39.6606637,-106.0833896"">101 HAMILTON CREEK RD., SILVERTHORNE, CO, 80498</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS  (SUMMIT COVE ELEMENTARY),,727 COVE BLVD,,DILLON,CO,80435,(970) 368-1134,"727 COVE BLVD, DILLON, CO, 80435",39.5903745,-106.0053814,"<a href=""https://maps.google.com/?q=39.5903745,-106.0053814"">727 COVE BLVD, DILLON, CO, 80435</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS  (UPPER BLUE ELEMENTARY),,1200 AIRPORT RD,,BRECKENRIDGE,CO,80424,(970) 368-1134,"1200 AIRPORT RD, BRECKENRIDGE, CO, 80424",39.5005166,-106.0488712,"<a href=""https://maps.google.com/?q=39.5005166,-106.0488712"">1200 AIRPORT RD, BRECKENRIDGE, CO, 80424</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS  (WEST PARK ELEMENTARY),,130 W 12TH ST,,LEADVILLE,CO,80461,(719) 486-6981,"130 W 12TH ST, LEADVILLE, CO, 80461",39.2536802,-106.2958888,"<a href=""https://maps.google.com/?q=39.2536802,-106.2958888"">130 W 12TH ST, LEADVILLE, CO, 80461</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS (DILLON VALLEY ELEMENTARY),,108 DEERPATH RD.,,DILLON,CO,80435,(970) 368-1134,"108 DEERPATH RD., DILLON, CO, 80435",39.6394086,-106.0394958,"<a href=""https://maps.google.com/?q=39.6394086,-106.0394958"">108 DEERPATH RD., DILLON, CO, 80435</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS (LAKE COUNTY HIGH SCHOOL),,1000 W. 4TH STREET,,LEADVILLE,CO,80461,(719) 486-6981,"1000 W. 4TH STREET, LEADVILLE, CO, 80461",39.2442367,-106.3029006,"<a href=""https://maps.google.com/?q=39.2442367,-106.3029006"">1000 W. 4TH STREET, LEADVILLE, CO, 80461</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS (PARK COUNTY - SOUTH PARK HIGH SCHOOL),,640 HATHAWAY STREET,,FAIRPLAY,CO,80440,(970) 977-9624,"640 HATHAWAY STREET, FAIRPLAY, CO, 80440",39.2245835,-105.99799,"<a href=""https://maps.google.com/?q=39.2245835,-105.99799"">640 HATHAWAY STREET, FAIRPLAY, CO, 80440</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS (SUMMIT HIGH SCHOOL),,16201 HIGHWAY 9,,BRECKENRIDGE,CO,80424,(970) 368-1134,"16201 HIGHWAY 9, BRECKENRIDGE, CO, 80424",39.5657027,-106.0561191,"<a href=""https://maps.google.com/?q=39.5657027,-106.0561191"">16201 HIGHWAY 9, BRECKENRIDGE, CO, 80424</a>."
SUMMIT SCHOOL BASED HEALTH CENTERS (SUMMIT MIDDLE SCHOOL),,158 SCHOOL RD,,FRISCO,CO,80443,(970) 368-1232,"158 SCHOOL RD, FRISCO, CO, 80443",39.5831016,-106.0880398,"<a href=""https://maps.google.com/?q=39.5831016,-106.0880398"">158 SCHOOL RD, FRISCO, CO, 80443</a>."
SUMMIT VIEW SURGERY CENTER,,7730 S BROADWAY ,,LITTLETON,CO,80122,(303) 730-2376,"7730 S BROADWAY , LITTLETON, CO, 80122",39.5767638,-104.9867587,"<a href=""https://maps.google.com/?q=39.5767638,-104.9867587"">7730 S BROADWAY , LITTLETON, CO, 80122</a>."
SUN TREE HOSPICE OF COLORADO LLC,,3090 S JAMAICA CT,STE 313,AURORA,CO,80014,(720) 336-8770,"3090 S JAMAICA CT, STE 313, AURORA, CO, 80014",39.6607863,-104.8617974,"<a href=""https://maps.google.com/?q=39.6607863,-104.8617974"">3090 S JAMAICA CT, STE 313, AURORA, CO, 80014</a>."
SUNCREST HOSPICE DENVER,,5700 S QUEBEC ST,STE 310,GREENWOOD VILLAGE,CO,80111,(720) 941-5580,"5700 S QUEBEC ST, STE 310, GREENWOOD VILLAGE, CO, 80111",39.612595,-104.902842,"<a href=""https://maps.google.com/?q=39.612595,-104.902842"">5700 S QUEBEC ST, STE 310, GREENWOOD VILLAGE, CO, 80111</a>."
SUNCREST HOSPICE LLC,,1721 W US HIGHWAY 50,STE 200,PUEBLO,CO,81008,(719) 924-8338,"1721 W US HIGHWAY 50, STE 200, PUEBLO, CO, 81008",38.3102482,-104.6297118,"<a href=""https://maps.google.com/?q=38.3102482,-104.6297118"">1721 W US HIGHWAY 50, STE 200, PUEBLO, CO, 81008</a>."
SUNRISE ADELANTE CLINIC,,1010 A STREET,,GREELEY,CO,80631,(970) 313-0400,"1010 A STREET, GREELEY, CO, 80631",40.4347991,-104.6962276,"<a href=""https://maps.google.com/?q=40.4347991,-104.6962276"">1010 A STREET, GREELEY, CO, 80631</a>."
SUNRISE FAMILY DENTAL,,1006 A STREET,,GREELEY,CO,80631,(970) 352-0048,"1006 A STREET, GREELEY, CO, 80631",40.4347282,-104.6952709,"<a href=""https://maps.google.com/?q=40.4347282,-104.6952709"">1006 A STREET, GREELEY, CO, 80631</a>."
SUNRISE NORTH RANGE CLINIC,,1300 N. 17TH AVENUE,,GREELEY,CO,80631,(970) 350-5313,"1300 N. 17TH AVENUE, GREELEY, CO, 80631",40.4498248,-104.6993257,"<a href=""https://maps.google.com/?q=40.4498248,-104.6993257"">1300 N. 17TH AVENUE, GREELEY, CO, 80631</a>."
SUNRISE SUMMITSTONE CLINIC,,1250 N. WILSON,,LOVELAND,CO,80537,(970) 494-9789,"1250 N. WILSON, LOVELAND, CO, 80537",40.4060597,-105.1097702,"<a href=""https://maps.google.com/?q=40.4060597,-105.1097702"">1250 N. WILSON, LOVELAND, CO, 80537</a>."
SUPSurvivors,Local,PO Box 2235,,Durango,CO,81302,970-749-1397,"PO Box 2235, Durango, CO, 81302",37.2719286,-107.8794976,"<a href=""https://maps.google.com/?q=37.2719286,-107.8794976"">PO Box 2235, Durango, CO, 81302</a>."
SURGEONE,,3333 S BANNOCK STREET, #350,ENGLEWOOD,CO,80110,(855) 232-0938,"3333 S BANNOCK STREET,  #350, ENGLEWOOD, CO, 80110",39.6558303,-104.9904103,"<a href=""https://maps.google.com/?q=39.6558303,-104.9904103"">3333 S BANNOCK STREET,  #350, ENGLEWOOD, CO, 80110</a>."
SURGERY CENTER OF THE ROCKIES,,1300 S POTOMAC STREET, #122,AURORA,CO,80012,(303) 369-1600,"1300 S POTOMAC STREET,  #122, AURORA, CO, 80012",39.6934875,-104.8309723,"<a href=""https://maps.google.com/?q=39.6934875,-104.8309723"">1300 S POTOMAC STREET,  #122, AURORA, CO, 80012</a>."
Teen with a Dream,Local,18425 Pony Express Dr.,,Parker,CO,80134,720-519-4574,"18425 Pony Express Dr., Parker, CO, 80134",39.522506,-104.7751116,"<a href=""https://maps.google.com/?q=39.522506,-104.7751116"">18425 Pony Express Dr., Parker, CO, 80134</a>."
TELLER COUNTY PUBLIC HEALTH AND ENVIRONMENT - DIVIDE,,11115 W. HWY. 24 ,,DIVIDE ,CO,80814,(719) 687-6416,"11115 W. HWY. 24 , DIVIDE , CO, 80814",38.9424114,-105.157237,"<a href=""https://maps.google.com/?q=38.9424114,-105.157237"">11115 W. HWY. 24 , DIVIDE , CO, 80814</a>."
TELLER COUNTY PUBLIC HEALTH DEPARTMENT - CRIPPLE CREEK,,412 N B STREET,,CRIPPLE CREEK ,CO,80813,(719) 687-6416,"412 N B STREET, CRIPPLE CREEK , CO, 80813",38.7507786,-105.1845422,"<a href=""https://maps.google.com/?q=38.7507786,-105.1845422"">412 N B STREET, CRIPPLE CREEK , CO, 80813</a>."
TEPEYAC COMMUNITY HEALTH CENTER,,5075 LINCOLN STREET,,DENVER,CO,80216,(303) 458-5302,"5075 LINCOLN STREET, DENVER, CO, 80216",39.7885952,-104.9866674,"<a href=""https://maps.google.com/?q=39.7885952,-104.9866674"">5075 LINCOLN STREET, DENVER, CO, 80216</a>."
THE CENTER AT FORESIGHT,,606 E FORESIGHT CIRCLE,,GRAND JUNCTION,CO,81505,(970) 985-7900,"606 E FORESIGHT CIRCLE, GRAND JUNCTION, CO, 81505",39.0927489,-108.5857413,"<a href=""https://maps.google.com/?q=39.0927489,-108.5857413"">606 E FORESIGHT CIRCLE, GRAND JUNCTION, CO, 81505</a>."
The Center for Integrative Medicine,Local,"University of Colorado Hospital, Anschutz Outpatient Pavilion, 1635 Aurora Ct., 5th Flr.",,Aurora,CO,80045,720-848-1090,"University of Colorado Hospital, Anschutz Outpatient Pavilion, 1635 Aurora Ct., 5th Flr., Aurora, CO, 80045",39.742118,-104.8401766,"<a href=""https://maps.google.com/?q=39.742118,-104.8401766"">University of Colorado Hospital, Anschutz Outpatient Pavilion, 1635 Aurora Ct., 5th Flr., Aurora, CO, 80045</a>."
THE DENVER HOSPICE,,8299 E LOWRY BOULEVARD,,DENVER,CO,80230,(303) 398-6200,"8299 E LOWRY BOULEVARD, DENVER, CO, 80230",39.7200081,-104.8920755,"<a href=""https://maps.google.com/?q=39.7200081,-104.8920755"">8299 E LOWRY BOULEVARD, DENVER, CO, 80230</a>."
The Healing Chest,Local,1393 S. York Street,,Denver,CO,80210,303-921-0418,"1393 S. York Street, Denver, CO, 80210",39.6913121,-104.9608579,"<a href=""https://maps.google.com/?q=39.6913121,-104.9608579"">1393 S. York Street, Denver, CO, 80210</a>."
THE MEDICAL CLINIC AT MEMORIAL REGIONAL HEALTH,,750 HOSPITAL LOOP,,CRAIG,CO,81625,(970) 826-2400,"750 HOSPITAL LOOP, CRAIG, CO, 81625",40.5184137,-107.5800109,"<a href=""https://maps.google.com/?q=40.5184137,-107.5800109"">750 HOSPITAL LOOP, CRAIG, CO, 81625</a>."
THE MEMORIAL HOSPITAL,,750 HOSPITAL LOOP,,CRAIG,CO,81625,(970) 826-3161,"750 HOSPITAL LOOP, CRAIG, CO, 81625",40.5184137,-107.5800109,"<a href=""https://maps.google.com/?q=40.5184137,-107.5800109"">750 HOSPITAL LOOP, CRAIG, CO, 81625</a>."
The Other Club Fitness,Local,"The Other Club, 1227 Riverside Ave",,Fort Collins,CO,80524,970-221-4348,"The Other Club, 1227 Riverside Ave, Fort Collins, CO, 80524",40.5753023,-105.0557176,"<a href=""https://maps.google.com/?q=40.5753023,-105.0557176"">The Other Club, 1227 Riverside Ave, Fort Collins, CO, 80524</a>."
THE PULSE SCHOOL BASED HEALTH CENTER,,1215 MAIN STREET,,CANON CITY,CO,81212,(719) 204-7410,"1215 MAIN STREET, CANON CITY, CO, 81212",38.4461534,-105.2310912,"<a href=""https://maps.google.com/?q=38.4461534,-105.2310912"">1215 MAIN STREET, CANON CITY, CO, 81212</a>."
THE SPECIALTY CLINIC AT MEMORIAL REGIONAL HEALTH,,600 RUSSELL STREET,,CRAIG,CO,81625,(970) 824-3252,"600 RUSSELL STREET, CRAIG, CO, 81625",40.5164732,-107.5463085,"<a href=""https://maps.google.com/?q=40.5164732,-107.5463085"">600 RUSSELL STREET, CRAIG, CO, 81625</a>."
THE WOMEN'S IMAGING CENTER- CENTENNIAL,,20269 E SMOKEY HILL RD,UNIT C,CENTENNIAL,CO,80015,(303)321-2273,"20269 E SMOKEY HILL RD, UNIT C, CENTENNIAL, CO, 80015",39.6118041,-104.7515711,"<a href=""https://maps.google.com/?q=39.6118041,-104.7515711"">20269 E SMOKEY HILL RD, UNIT C, CENTENNIAL, CO, 80015</a>."
THE WOMEN'S IMAGING CENTER- LAKEWOOD,,215 UNION BLVD,SUITE 100,LAKEWOOD,CO,80228,(303)321-2273,"215 UNION BLVD, SUITE 100, LAKEWOOD, CO, 80228",39.7187262,-105.1332537,"<a href=""https://maps.google.com/?q=39.7187262,-105.1332537"">215 UNION BLVD, SUITE 100, LAKEWOOD, CO, 80228</a>."
THE WOMEN'S IMAGING CENTER- WESTMINSTER,,9035 WADSWORTH PKWY,SUITE 2800,WESTMINSTER,CO,80021,(303)321-2273,"9035 WADSWORTH PKWY, SUITE 2800, WESTMINSTER, CO, 80021",39.8605885,-105.0827265,"<a href=""https://maps.google.com/?q=39.8605885,-105.0827265"">9035 WADSWORTH PKWY, SUITE 2800, WESTMINSTER, CO, 80021</a>."
THOMAS JEFFERSON SCHOOL - SCHOOL BASED HEALTH CENTER,,3950 S. HOLLY STREET,,DENVER,CO,80237,(720) 423-7190,"3950 S. HOLLY STREET, DENVER, CO, 80237",39.6469351,-104.9214555,"<a href=""https://maps.google.com/?q=39.6469351,-104.9214555"">3950 S. HOLLY STREET, DENVER, CO, 80237</a>."
THORNTON CLINIC,,8990 NORTH WASHINGTON STREET,,THORNTON,CO,80229,(303) 650-4460,"8990 NORTH WASHINGTON STREET, THORNTON, CO, 80229",39.859604,-104.9751199,"<a href=""https://maps.google.com/?q=39.859604,-104.9751199"">8990 NORTH WASHINGTON STREET, THORNTON, CO, 80229</a>."
THREE SPRINGS MRI,,1 MERCADO ST,SUITE 200A,DURANGO,CO,81303,(970) 764-9280,"1 MERCADO ST, SUITE 200A, DURANGO, CO, 81303",37.2362628,-107.8253789,"<a href=""https://maps.google.com/?q=37.2362628,-107.8253789"">1 MERCADO ST, SUITE 200A, DURANGO, CO, 81303</a>."
TOUCH OF CARE HOSPICE,,1100 E MAIN ST,STE B1,MONTROSE,CO,81401,(970) 787-9988,"1100 E MAIN ST, STE B1, MONTROSE, CO, 81401",38.4844991,-107.8689157,"<a href=""https://maps.google.com/?q=38.4844991,-107.8689157"">1100 E MAIN ST, STE B1, MONTROSE, CO, 81401</a>."
TOUCHSTONE IMAGING AURORA,,3055 South Parker Rd,"BLDG A, SUITE 103",AURORA,CO,80014,(303) 632-2222,"3055 South Parker Rd, BLDG A, SUITE 103, AURORA, CO, 80014",39.6613405,-104.8576841,"<a href=""https://maps.google.com/?q=39.6613405,-104.8576841"">3055 South Parker Rd, BLDG A, SUITE 103, AURORA, CO, 80014</a>."
TOUCHSTONE IMAGING CASTLE ROCK,,3911 Ambrosia St.,Suite 104,CASTLEROCK,CO,80109,(303) 214-9290,"3911 Ambrosia St., Suite 104, CASTLEROCK, CO, 80109",39.4025192,-104.8864669,"<a href=""https://maps.google.com/?q=39.4025192,-104.8864669"">3911 Ambrosia St., Suite 104, CASTLEROCK, CO, 80109</a>."
TOUCHSTONE IMAGING DRY CREEK,,125 INVERNESS DR EAST,SUITE 140,ENGLEWOOD,CO,80112,(303) 662-1674,"125 INVERNESS DR EAST, SUITE 140, ENGLEWOOD, CO, 80112",39.5811234,-104.8662056,"<a href=""https://maps.google.com/?q=39.5811234,-104.8662056"">125 INVERNESS DR EAST, SUITE 140, ENGLEWOOD, CO, 80112</a>."
TOUCHSTONE IMAGING HIGHLINE-LITTLETON,,26 W DRY CREEK CIR,SUITE 160,LITTLETON,CO,80120,(720) 889-2795,"26 W DRY CREEK CIR, SUITE 160, LITTLETON, CO, 80120",39.5803691,-104.9911161,"<a href=""https://maps.google.com/?q=39.5803691,-104.9911161"">26 W DRY CREEK CIR, SUITE 160, LITTLETON, CO, 80120</a>."
TOUCHSTONE IMAGING LAKEWOOD,,14062 DENVER WEST PKWY,"BLDG 52, SUITE 180",LAKEWOOD,CO,80401,(303) 216-9000,"14062 DENVER WEST PKWY, BLDG 52, SUITE 180, LAKEWOOD, CO, 80401",39.7422957,-105.1577284,"<a href=""https://maps.google.com/?q=39.7422957,-105.1577284"">14062 DENVER WEST PKWY, BLDG 52, SUITE 180, LAKEWOOD, CO, 80401</a>."
TOUCHSTONE IMAGING MAMMOGRAPHY AND BONE DENSITY,,7615 W 38TH AVE,SUITE B-107,WHEATRIDGE,CO,80033,(720) 683-3005,"7615 W 38TH AVE, SUITE B-107, WHEATRIDGE, CO, 80033",39.7699115,-105.0831418,"<a href=""https://maps.google.com/?q=39.7699115,-105.0831418"">7615 W 38TH AVE, SUITE B-107, WHEATRIDGE, CO, 80033</a>."
TOUCHSTONE IMAGING PET AT REDROCKS,,400 INDIANA ST,SUITE 210,GOLDEN,CO,80401,(720) 779-3200,"400 INDIANA ST, SUITE 210, GOLDEN, CO, 80401",39.7223076,-105.1635551,"<a href=""https://maps.google.com/?q=39.7223076,-105.1635551"">400 INDIANA ST, SUITE 210, GOLDEN, CO, 80401</a>."
TOUCHSTONE IMAGING THORNTON,,12021 PENNSYLVANIA ST,SUITE 106,THORNTON,CO,80241,(303) 991-2021,"12021 PENNSYLVANIA ST, SUITE 106, THORNTON, CO, 80241",39.9151313,-104.9823757,"<a href=""https://maps.google.com/?q=39.9151313,-104.9823757"">12021 PENNSYLVANIA ST, SUITE 106, THORNTON, CO, 80241</a>."
TOUCHSTONE IMAGING UPTOWN,,1007 E COLFAX AVE,,DENVER,CO,80218,(303) 248-5355,"1007 E COLFAX AVE, DENVER, CO, 80218",39.7402359,-104.9742528,"<a href=""https://maps.google.com/?q=39.7402359,-104.9742528"">1007 E COLFAX AVE, DENVER, CO, 80218</a>."
TOUCHSTONE IMAGING WHEATRIDGE,,7615 W 38TH AVE,,WHEATRIDGE,CO,80033,303-318-2900,"7615 W 38TH AVE, WHEATRIDGE, CO, 80033",39.7699115,-105.0831418,"<a href=""https://maps.google.com/?q=39.7699115,-105.0831418"">7615 W 38TH AVE, WHEATRIDGE, CO, 80033</a>."
TRAIL WINDS HOSPICE,,75 MANHATTAN DR,STE 208,BOULDER,CO,80303,(303) 442-5683,"75 MANHATTAN DR, STE 208, BOULDER, CO, 80303",39.9871959,-105.2278103,"<a href=""https://maps.google.com/?q=39.9871959,-105.2278103"">75 MANHATTAN DR, STE 208, BOULDER, CO, 80303</a>."
TRANSITIONS HEALTHCARE,,424  KIMBARK STREET,,LONGMONT,CO,80501,(303) 427-5302,"424  KIMBARK STREET, LONGMONT, CO, 80501",40.1667225,-105.1009869,"<a href=""https://maps.google.com/?q=40.1667225,-105.1009869"">424  KIMBARK STREET, LONGMONT, CO, 80501</a>."
TransitOptions - service of the Denver Regional Mobility and Access Council,Online,P.O. Box 9901,,Denver,CO,80209,(303) 243-3113,"P.O. Box 9901, Denver, CO, 80209",39.7069307,-104.9564084,"<a href=""https://maps.google.com/?q=39.7069307,-104.9564084"">P.O. Box 9901, Denver, CO, 80209</a>."
TRICOUNTY HEALTH DEPARTMENT - AURORA,,15400 EAST 14TH PL ,,AURORA ,CO,80011,(303) 363-3081,"15400 EAST 14TH PL , AURORA , CO, 80011",39.7385627,-104.8086717,"<a href=""https://maps.google.com/?q=39.7385627,-104.8086717"">15400 EAST 14TH PL , AURORA , CO, 80011</a>."
TRICOUNTY HEALTH DEPARTMENT - CASTLE ROCK,,410 SOUTH WILCOX ST. ,,CASTLE ROCK ,CO,80104,(303) 363-3081,"410 SOUTH WILCOX ST. , CASTLE ROCK , CO, 80104",39.3638864,-104.8632027,"<a href=""https://maps.google.com/?q=39.3638864,-104.8632027"">410 SOUTH WILCOX ST. , CASTLE ROCK , CO, 80104</a>."
TRICOUNTY HEALTH DEPARTMENT - ENGLEWOOD ,,4857 SOUTH BROADWAY ,,ENGLEWOOD ,CO,80113,(303) 363-3081,"4857 SOUTH BROADWAY , ENGLEWOOD , CO, 80113",39.6283398,-104.9883106,"<a href=""https://maps.google.com/?q=39.6283398,-104.9883106"">4857 SOUTH BROADWAY , ENGLEWOOD , CO, 80113</a>."
TRICOUNTY HEALTH DEPARTMENT - LONE TREE,,9350 HERITAGE HILLS CIR ,,LONE TREE ,CO,80124,(303) 363-3081,"9350 HERITAGE HILLS CIR , LONE TREE , CO, 80124",39.536995,-104.8808085,"<a href=""https://maps.google.com/?q=39.536995,-104.8808085"">9350 HERITAGE HILLS CIR , LONE TREE , CO, 80124</a>."
TRICOUNTY HEALTH DEPARTMENT - NORTH BROADWAY,,7000 N. BROADWAY ,SUITE 400 ,DENVER ,CO,80221,(303) 363-3081,"7000 N. BROADWAY , SUITE 400 , DENVER , CO, 80221",39.8243325,-104.9868519,"<a href=""https://maps.google.com/?q=39.8243325,-104.9868519"">7000 N. BROADWAY , SUITE 400 , DENVER , CO, 80221</a>."
TRICOUNTY HEALTH DEPARTMENT - WESTMINSTER ,,1401 W. 122ND AVE. ,,WESTMINSTER ,CO,80234,(303) 363-3081,"1401 W. 122ND AVE. , WESTMINSTER , CO, 80234",39.9184925,-105.0022328,"<a href=""https://maps.google.com/?q=39.9184925,-105.0022328"">1401 W. 122ND AVE. , WESTMINSTER , CO, 80234</a>."
TRINIDAD DENTAL SALUD FAMILY HEALTH CENTER ,,928 SMITH AVENUE,,TRINIDAD,CO,81082,(719) 422-8810,"928 SMITH AVENUE, TRINIDAD, CO, 81082",37.1669437,-104.5217656,"<a href=""https://maps.google.com/?q=37.1669437,-104.5217656"">928 SMITH AVENUE, TRINIDAD, CO, 81082</a>."
TRINIDAD SALUD FAMILY HEALTH CENTER ,,911 ROBINSON AVENUE,,TRINIDAD,CO,81082,(719) 422-8800,"911 ROBINSON AVENUE, TRINIDAD, CO, 81082",37.1665421,-104.5208782,"<a href=""https://maps.google.com/?q=37.1665421,-104.5208782"">911 ROBINSON AVENUE, TRINIDAD, CO, 81082</a>."
TRU COMMUNITY CARE,,1950 MOUNTAIN VIEW AVE,4TH FL S,LONGMONT,CO,80501,(303) 449-7744,"1950 MOUNTAIN VIEW AVE, 4TH FL S, LONGMONT, CO, 80501",40.1822195,-105.1260783,"<a href=""https://maps.google.com/?q=40.1822195,-105.1260783"">1950 MOUNTAIN VIEW AVE, 4TH FL S, LONGMONT, CO, 80501</a>."
TRU COMMUNITY CARE - LAFAYETTE,,2594 TRAILRIDGE DR E,,LAFAYETTE,CO,80026,(303) 449-7740,"2594 TRAILRIDGE DR E, LAFAYETTE, CO, 80026",40.0111915,-105.1276772,"<a href=""https://maps.google.com/?q=40.0111915,-105.1276772"">2594 TRAILRIDGE DR E, LAFAYETTE, CO, 80026</a>."
UC HEALTH BROOMFIELD,,11820  DESTINATION DRIVE,,BROOMFIELD,CO,80021,(303) 464-4500,"11820  DESTINATION DRIVE, BROOMFIELD, CO, 80021",39.9103349,-105.0919337,"<a href=""https://maps.google.com/?q=39.9103349,-105.0919337"">11820  DESTINATION DRIVE, BROOMFIELD, CO, 80021</a>."
UCHealth (Lighthouse Writers Workshop),Local,1635 Aurora Court,,Aurora,CO,80045,720.848.4254,"1635 Aurora Court, Aurora, CO, 80045",39.742118,-104.8401766,"<a href=""https://maps.google.com/?q=39.742118,-104.8401766"">1635 Aurora Court, Aurora, CO, 80045</a>."
UCHEALTH BREAST CENTER - CHERRY CREEK,,100  COOK STREET, #210,DENVER,CO,80206,(720) 516-9402,"100  COOK STREET,  #210, DENVER, CO, 80206",39.7181938,-104.9471446,"<a href=""https://maps.google.com/?q=39.7181938,-104.9471446"">100  COOK STREET,  #210, DENVER, CO, 80206</a>."
UCHEALTH BREAST CENTER - HIGHLANDS RANCH,,1500  CENTRAL PARK DRIVE, #202,HIGHLANDS RANCH,CO,80129,(720) 516-2100,"1500  CENTRAL PARK DRIVE,  #202, HIGHLANDS RANCH, CO, 80129",39.5535344,-105.0047191,"<a href=""https://maps.google.com/?q=39.5535344,-105.0047191"">1500  CENTRAL PARK DRIVE,  #202, HIGHLANDS RANCH, CO, 80129</a>."
UCHEALTH BREAST CENTER - LONE TREE,,9544  PARK MEADOWS DRIVE, #100,LONE TREE,CO,80124,(720) 553-1200,"9544  PARK MEADOWS DRIVE,  #100, LONE TREE, CO, 80124",39.5535548,-104.8792643,"<a href=""https://maps.google.com/?q=39.5535548,-104.8792643"">9544  PARK MEADOWS DRIVE,  #100, LONE TREE, CO, 80124</a>."
UCHEALTH BREAST DIAGNOSTIC CENTER IN GREELEY,,6767 W. 29TH ST,1ST FLOOR,GREELEY,CO,80634,970.207.4700,"6767 W. 29TH ST, 1ST FLOOR, GREELEY, CO, 80634",40.3909916,-104.7892288,"<a href=""https://maps.google.com/?q=40.3909916,-104.7892288"">6767 W. 29TH ST, 1ST FLOOR, GREELEY, CO, 80634</a>."
UCHEALTH BREAST DIAGNOSTIC CENTER IN LOVELAND,,2500 ROCKY MOUNTAIN AVENUE,SUITE M1390,LOVELAND,CO,80538,970.207.4700,"2500 ROCKY MOUNTAIN AVENUE, SUITE M1390, LOVELAND, CO, 80538",40.4156022,-104.9971202,"<a href=""https://maps.google.com/?q=40.4156022,-104.9971202"">2500 ROCKY MOUNTAIN AVENUE, SUITE M1390, LOVELAND, CO, 80538</a>."
UCHEALTH BREAST DIAGNOSTIC CENTER- HARMONY CAMPUS,,2127 E HARMONY ROAD,BUILDING B,FORT COLLINS,CO,80538,970.207.4700,"2127 E HARMONY ROAD, BUILDING B, FORT COLLINS, CO, 80538",40.5214699,-105.0363387,"<a href=""https://maps.google.com/?q=40.5214699,-105.0363387"">2127 E HARMONY ROAD, BUILDING B, FORT COLLINS, CO, 80538</a>."
UCHEALTH CANCER CARE - ANSCHUTZ MEDICAL CAMPUS - UNIVERSITY OF COLORADO CANCER CENTER,,1665 AURORA COURT,ANSCHUTZ CANCER PAVILION,AURORA,CO,80045,(720) 848-0300,"1665 AURORA COURT, ANSCHUTZ CANCER PAVILION, AURORA, CO, 80045",39.7427323,-104.8391914,"<a href=""https://maps.google.com/?q=39.7427323,-104.8391914"">1665 AURORA COURT, ANSCHUTZ CANCER PAVILION, AURORA, CO, 80045</a>."
UCHEALTH CANCER CARE - HIGHLANDS RANCH,,1500  CENTRAL PARK DRIVE,,HIGHLANDS RANCH,CO,80129,(720) 516-1100,"1500  CENTRAL PARK DRIVE, HIGHLANDS RANCH, CO, 80129",39.5535344,-105.0047191,"<a href=""https://maps.google.com/?q=39.5535344,-105.0047191"">1500  CENTRAL PARK DRIVE, HIGHLANDS RANCH, CO, 80129</a>."
UCHEALTH CANCER CARE AND HEMATOLOGY CLINIC - CHERRY CREEK,,100  COOK STREET, #202,DENVER,CO,80206,(720) 516-9413,"100  COOK STREET,  #202, DENVER, CO, 80206",39.718184,-104.9471877,"<a href=""https://maps.google.com/?q=39.718184,-104.9471877"">100  COOK STREET,  #202, DENVER, CO, 80206</a>."
UCHEALTH CANCER CARE AND HEMATOLOGY CLINIC - ESTES PARK,,555  PROSPECT AVENUE,,ESTES PARK,CO,80517,(970) 237-7700,"555  PROSPECT AVENUE, ESTES PARK, CO, 80517",40.3713547,-105.5163444,"<a href=""https://maps.google.com/?q=40.3713547,-105.5163444"">555  PROSPECT AVENUE, ESTES PARK, CO, 80517</a>."
UCHEALTH CANCER CARE AND HEMATOLOGY CLINIC - FORT MORGAN,,1000 LINCOLN ST,COLORADO PLAINS MEDICAL CENTER,FORT MORGAN,CO,80701,970-652-2780,"1000 LINCOLN ST, COLORADO PLAINS MEDICAL CENTER, FORT MORGAN, CO, 80701",40.2593283,-103.7960443,"<a href=""https://maps.google.com/?q=40.2593283,-103.7960443"">1000 LINCOLN ST, COLORADO PLAINS MEDICAL CENTER, FORT MORGAN, CO, 80701</a>."
